"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age","Total_Purchaase","Is_Parent","Has_Partner","Family_Size","campaign_participation","cluster"
"1627",1979,"Undergraduate","Together",24594,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,35,29,1,1,2,0,"1"
"1628",1981,"Undergraduate","Together",75774,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,33,837,1,1,2,0,"1"
"1629",1960,"Postgraduate","Divorced",39228,0,0,2013-05-10,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,54,23,0,0,0,0,"4"
"1630",1974,"Postgraduate","Married",58494,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,3,11,0,40,396,1,1,2,0,"2"
"1631",1981,"Graduate","Single",58684,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,0,33,820,0,0,0,1,"3"
"1632",1967,"Graduate","Divorced",57136,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,3,11,1,47,1191,0,0,0,1,"3"
"1633",1950,"Postgraduate","Widow",56551,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,64,140,1,0,2,0,"4"
"1634",1982,"Graduate","Married",22448,1,0,2014-02-26,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,3,11,0,32,57,1,1,2,0,"1"
"1635",1961,"Graduate","Single",82014,0,0,2012-08-20,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,3,11,1,53,1674,0,0,0,1,"3"
"1636",1963,"Graduate","Widow",34213,1,1,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,1,51,120,1,0,2,1,"4"
"1637",1977,"Graduate","Together",157146,0,0,2013-04-29,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,3,11,0,37,1731,0,1,1,0,"3"
"1638",1947,"Postgraduate","Widow",25358,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,3,11,0,67,32,1,0,1,0,"4"
"1639",1978,"Postgraduate","Single",35544,1,0,2014-03-08,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,0,36,68,1,0,1,0,"4"
"1640",1954,"Postgraduate","Together",36634,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,3,11,0,60,338,1,1,2,0,"2"
"1641",1954,"Postgraduate","Married",62670,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,3,11,0,60,871,1,1,2,0,"2"
"1642",1972,"Undergraduate","Together",50334,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,3,11,0,42,710,1,1,2,0,"1"
"1643",1981,"Graduate","Single",72066,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,3,11,1,33,1843,0,0,0,1,"3"
"1644",1958,"Postgraduate","Single",50729,1,1,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,3,11,0,56,500,1,0,2,0,"4"
"1645",1968,"Graduate","Together",34916,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,3,11,0,46,231,1,1,3,0,"1"
"1646",1976,"Graduate","Divorced",64892,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,3,11,0,38,926,1,0,1,0,"4"
"1647",1966,"Graduate","Single",43602,1,1,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,3,11,0,48,71,1,0,2,0,"4"
"1648",1989,"Postgraduate","Single",33996,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,25,71,0,0,0,0,"4"
"1649",1985,"Undergraduate","Single",41473,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0,29,79,1,0,1,0,"4"
"1650",1967,"Postgraduate","Married",63246,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,47,794,1,1,3,0,"2"
"1651",1959,"Postgraduate","Married",36732,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,3,11,0,55,48,1,1,3,0,"2"
"1652",1970,"Postgraduate","Married",69084,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,44,1616,1,1,2,0,"2"
"1653",1967,"Postgraduate","Married",77766,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,47,1588,1,1,2,1,"2"
"1654",1985,"Postgraduate","Single",37929,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,29,267,0,0,0,1,"4"
"1655",1951,"Graduate","Together",86610,0,0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,63,1799,0,1,1,0,"3"
"1656",1986,"Postgraduate","Married",80141,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,28,2131,0,1,1,1,"3"
"1657",1955,"Undergraduate","Married",72635,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,59,1016,0,1,1,1,"3"
"1658",1970,"Graduate","Married",69016,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,44,1640,1,1,2,0,"2"
"1659",1991,"Undergraduate","Together",20193,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,0,23,93,0,1,1,0,"1"
"1660",1975,"Graduate","Married",27573,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,39,259,1,1,2,0,"1"
"1661",1979,"Undergraduate","Single",15862,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,35,45,1,0,1,0,"4"
"1662",1976,"Postgraduate","Married",49544,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,3,11,0,38,404,1,1,2,0,"2"
"1663",1980,"Graduate","Married",33228,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0,34,75,1,1,2,0,"1"
"1664",1978,"Graduate","Together",70440,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,36,1674,0,1,1,1,"3"
"1665",1971,"Graduate","Together",38232,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0,43,128,1,1,3,0,"1"
"1666",1955,"Postgraduate","Married",22554,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,59,41,1,1,3,0,"2"
"1667",1983,"Postgraduate","Married",23536,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,31,10,1,1,2,0,"1"
"1668",1952,"Graduate","Married",49413,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,62,306,1,1,2,0,"2"
"1669",1969,"Graduate","Married",42231,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,45,38,1,1,3,0,"1"
"1670",1980,"Postgraduate","Divorced",78789,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,34,1837,0,0,0,1,"3"
"1671",1968,"Graduate","Together",56534,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,46,815,1,1,2,1,"2"
"1672",1971,"Graduate","Single",58350,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,43,1081,1,0,1,0,"4"
"1673",1989,"Graduate","Single",81217,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,25,1197,0,0,0,0,"3"
"1674",1951,"Graduate","Single",49090,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,63,688,1,0,1,0,"4"
"1675",1987,"Postgraduate","Divorced",61787,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,27,1367,0,0,0,0,"3"
"1676",1985,"Postgraduate","Married",18169,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,29,21,1,1,2,0,"1"
"1677",1981,"Undergraduate","Single",24336,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,33,33,1,0,1,0,"4"
"1678",1990,"Graduate","Married",18222,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,24,73,0,1,1,0,"1"
"1679",1952,"Graduate","Divorced",62335,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,62,714,1,0,1,0,"4"
"1680",1971,"Undergraduate","Together",42033,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,25,1,1,3,0,"1"
"1681",1983,"Postgraduate","Married",86580,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,3,11,0,31,766,0,1,1,1,"3"
"1682",1957,"Postgraduate","Divorced",41437,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,57,32,1,0,2,0,"4"
"1683",1951,"Postgraduate","Widow",73705,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,3,11,0,63,1802,1,0,2,0,"2"
"1684",1976,"Graduate","Married",61064,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,38,1125,1,1,2,0,"2"
"1685",1955,"Postgraduate","Married",38452,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,59,72,1,1,3,0,"2"
"1686",1989,"Graduate","Single",18358,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,25,61,1,0,1,0,"4"
"1687",1973,"Postgraduate","Together",55012,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,41,660,1,1,2,0,"2"
"1688",1973,"Undergraduate","Together",9722,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,41,119,1,1,2,1,"1"
"1689",1984,"Postgraduate","Married",38175,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,30,156,1,1,2,0,"1"
"1690",1956,"Postgraduate","Together",58656,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,58,1244,1,1,2,1,"2"
"1691",1965,"Graduate","Together",52117,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,49,279,1,1,2,0,"2"
"1692",1978,"Graduate","Married",64813,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,36,842,1,1,2,0,"1"
"1693",1973,"Postgraduate","Married",54222,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,41,276,1,1,2,0,"2"
"1694",1986,"Graduate","Married",83512,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,28,2177,0,1,1,1,"3"
"1695",1959,"Postgraduate","Married",77520,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,55,1614,1,1,2,1,"2"
"1696",1978,"Graduate","Together",41154,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,36,72,1,1,2,0,"1"
"1697",1966,"Graduate","Married",80398,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,48,1632,0,1,1,1,"3"
"1698",1992,"Undergraduate","Single",18746,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,22,73,1,0,1,0,"1"
"1699",1984,"Graduate","Together",35196,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,30,536,1,1,2,0,"1"
"1700",1956,"Graduate","Single",60230,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,58,1148,1,0,1,0,"4"
"1701",1977,"Graduate","Married",22108,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,33,1,1,3,0,"1"
"1702",1974,"Graduate","Together",44392,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,40,223,1,1,3,0,"1"
"1703",1976,"Postgraduate","Married",55424,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,38,930,1,1,2,1,"2"
"1704",1979,"Graduate","Married",17688,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,35,12,1,1,2,0,"1"
"1705",1983,"Postgraduate","Married",92491,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,31,2059,0,1,1,1,"3"
"1706",1991,"Graduate","Single",90273,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,23,2065,0,0,0,1,"3"
"1707",1962,"Postgraduate","Widow",82571,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,52,1781,0,0,0,1,"3"
"1708",1982,"Postgraduate","Single",38513,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,32,324,1,0,1,1,"4"
"1709",1979,"Postgraduate","Single",16653,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,35,73,1,0,1,1,"4"
"1710",1955,"Graduate","Together",42586,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,59,252,1,1,3,1,"2"
"1711",1965,"Undergraduate","Single",23529,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,49,56,1,0,1,0,"4"
"1712",1961,"Postgraduate","Together",74881,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,53,991,1,1,3,0,"2"
"1713",1951,"Graduate","Married",71107,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,63,1501,1,1,2,0,"2"
"1714",1964,"Postgraduate","Together",46910,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,50,68,1,1,3,0,"2"
"1715",1959,"Graduate","Married",18690,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,55,64,0,1,1,0,"4"
"1716",1955,"Graduate","Divorced",37244,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,59,55,1,0,2,1,"4"
"1717",1966,"Graduate","Together",82427,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,48,1563,0,1,1,1,"3"
"1718",1958,"Undergraduate","Single",75342,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,56,681,1,0,1,0,"4"
"1719",1954,"Graduate","Divorced",70044,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,60,1518,1,0,1,0,"4"
"1720",1967,"Graduate","Single",79146,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,47,607,1,0,2,0,"4"
"1721",1963,"Graduate","Married",77437,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,51,1169,0,1,1,1,"3"
"1722",1959,"Graduate","Married",54984,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,55,361,1,1,2,1,"2"
"1723",1971,"Postgraduate","Married",42403,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,43,47,1,1,2,0,"2"
"1724",1964,"Graduate","Together",55761,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,50,187,1,1,2,1,"2"
"1725",1983,"Graduate","Together",37292,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,31,483,1,1,2,0,"1"
"1726",1945,"Postgraduate","Single",45576,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,69,159,0,0,0,1,"4"
"1727",1947,"Graduate","Together",70321,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,67,1402,0,1,1,1,"3"
"1728",1969,"Postgraduate","Divorced",58086,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,45,792,1,0,1,0,"4"
"1729",1952,"Graduate","Married",81795,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,62,1500,0,1,1,0,"3"
"1730",1947,"Undergraduate","Together",28389,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,67,32,0,1,1,0,"1"
"1731",1946,"Postgraduate","Married",66835,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,68,1050,0,1,1,0,"3"
"1732",1969,"Graduate","Divorced",69901,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,45,974,1,0,1,0,"4"
"1733",1949,"Postgraduate","Married",80360,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,65,2274,0,1,1,1,"3"
"1734",1961,"Postgraduate","Together",63342,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,53,1111,1,1,2,1,"2"
"1735",1974,"Graduate","Married",44989,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,40,379,1,1,2,0,"1"
"1736",1980,"Undergraduate","Single",31859,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,34,56,1,0,1,0,"4"
"1737",1949,"Postgraduate","Widow",51569,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,65,467,1,0,1,1,"4"
"1738",1971,"Graduate","Widow",30372,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,43,47,1,0,2,0,"4"
"1739",1979,"Undergraduate","Single",16014,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,35,46,1,0,2,0,"1"
"1740",1968,"Graduate","Married",41120,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,46,89,1,1,3,0,"1"
"1741",1971,"Postgraduate","Single",39763,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,43,173,1,0,1,1,"4"
"1742",1955,"Postgraduate","Married",38725,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,59,46,1,1,3,0,"2"
"1743",1972,"Graduate","Married",77981,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,42,790,1,1,2,0,"2"
"1744",1964,"Undergraduate","Married",62905,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,50,729,1,1,2,0,"1"
"1745",1979,"Undergraduate","Divorced",13533,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,35,48,1,0,1,0,"4"
"1746",1975,"Graduate","Together",59481,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,39,527,1,1,2,0,"1"
"1747",1977,"Graduate","Married",72117,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,37,1133,1,1,2,0,"2"
"1748",1986,"Undergraduate","Married",21955,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,28,69,1,1,2,0,"1"
"1749",1956,"Graduate","Married",67131,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,58,1011,1,1,2,0,"2"
"1750",1980,"Postgraduate","Single",36802,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,34,20,1,0,1,0,"4"
"1751",1982,"Graduate","Together",71853,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,32,1246,0,1,1,0,"3"
"1752",1961,"Undergraduate","Married",28249,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,57,0,1,1,0,"1"
"1753",1975,"Postgraduate","Married",47808,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,39,224,1,1,2,1,"2"
"1754",1974,"Postgraduate","Divorced",25509,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,40,108,1,0,1,1,"4"
"1755",1946,"Postgraduate","Married",51012,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,68,218,0,1,1,0,"2"
"1756",1985,"Graduate","Single",70596,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,29,968,0,0,0,0,"3"
"1757",1952,"Postgraduate","Together",85431,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,62,1218,0,1,1,0,"3"
"1758",1967,"Graduate","Married",42664,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,47,24,1,1,2,0,"1"
"1759",1955,"Graduate","Together",42586,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,59,252,1,1,3,1,"2"
"1760",1985,"Graduate","Single",29760,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,29,170,1,0,1,0,"4"
"1761",1977,"Postgraduate","Married",28973,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,37,271,0,1,1,0,"4"
"1762",1973,"Postgraduate","Together",39435,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,41,102,1,1,2,0,"2"
"1763",1984,"Undergraduate","Married",65370,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,30,550,0,1,1,0,"1"
"1764",1979,"Undergraduate","Single",20194,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,35,57,1,0,1,0,"4"
"1765",1976,"Postgraduate","Single",42473,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,38,148,1,0,2,0,"4"
"1766",1968,"Graduate","Married",64590,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,46,1384,0,1,1,0,"3"
"1767",1959,"Graduate","Together",71232,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,55,943,1,1,2,0,"2"
"1768",1971,"Graduate","Together",34600,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,43,321,1,1,3,1,"1"
"1769",1967,"Graduate","Single",46904,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,47,262,1,0,2,0,"4"
"1770",1973,"Graduate","Married",49094,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,41,510,1,1,2,0,"1"
"1771",1983,"Graduate","Together",36075,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,31,120,1,1,2,0,"1"
"1772",1979,"Undergraduate","Together",60839,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,35,1400,1,1,3,0,"1"
"1773",1979,"Graduate","Together",77298,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,35,1004,1,1,2,0,"2"
"1774",1950,"Graduate","Together",34026,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,64,84,1,1,3,0,"2"
"1775",1963,"Postgraduate","Single",48918,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,51,62,1,0,2,0,"4"
"1776",1962,"Undergraduate","Together",82122,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,52,1407,0,1,1,1,"3"
"1777",1976,"Graduate","Single",37697,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,38,88,1,0,1,0,"4"
"1778",1952,"Graduate","Together",34074,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,62,256,1,1,3,1,"2"
"1779",1960,"Postgraduate","Married",28520,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,54,45,1,1,3,0,"2"
